id,is_canceled,hotel,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
id84,No,Resort,217,May,21,20,2,6,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,84.96,NA,0
id85,No,Resort,217,June,23,1,1,4,2,NA,NA,HB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,148,NA,0
id86,No,Resort,241,June,25,18,2,6,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,85.5,NA,1
id87,No,Resort,305,July,30,18,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,116.57,0,1
id88,No,Resort,269,July,31,24,4,6,2,NA,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92.1,NA,0
id90,No,Resort,346,August,33,8,1,4,2,1,NA,BB,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,216,NA,1
id91,No,Resort,336,September,38,15,1,3,2,0,0,BB,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,68,NA,0
id92,No,Resort,338,September,38,16,2,5,2,0,NA,HB,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,0,Transient,96.4,0,0
id93,No,Resort,243,September,39,19,2,5,1,0,0,FB,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient,71.9,0,1
id94,No,Resort,223,September,39,20,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,68.6,0,1
id95,No,Resort,354,September,40,26,2,5,2,NA,0,HB,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,86.4,0,1
id96,No,Resort,542,September,40,26,2,5,2,0,0,HB,Groups,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,89,NA,2
id97,No,Resort,383,October,41,6,0,3,1,0,0,BB,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54,NA,0
id101,No,Resort,66,September,39,26,4,6,2,0,0,HB,Direct,Direct,0,0,0,E,E,1,No Deposit,0,Transient,115,1,2
id102,No,Resort,118,July,27,1,4,10,2,0,0,BB,Direct,Direct,0,0,0,E,E,3,No Deposit,0,Transient,80,NA,1
id103,No,Resort,5,June,25,19,1,1,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,139,1,2
id104,No,Resort,2,February,8,17,0,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,Transient,30,NA,0
id106,No,Resort,52,August,36,31,3,7,2,0,0,BB,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,113,NA,0
id107,No,Resort,335,September,38,14,1,4,1,0,NA,BB,Groups,Corporate,0,0,1,A,F,1,No Deposit,0,Transient-Party,72,NA,0
id109,No,Resort,0,November,48,26,0,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient,38,NA,1
id110,No,Resort,118,July,28,8,2,5,2,0,0,BB,Direct,Direct,0,0,1,F,E,0,No Deposit,0,Transient,187.5,1,1
id111,No,Resort,3,January,3,15,0,1,1,0,0,BB,Corporate,Corporate,0,0,1,A,D,0,No Deposit,0,Transient,30,NA,0
id112,No,Resort,17,October,43,22,1,3,1,0,0,BB,Direct,Direct,0,0,0,D,F,0,No Deposit,0,Transient,45,NA,1
id113,No,Resort,12,October,43,18,2,2,1,0,0,BB,Corporate,Corporate,0,1,2,A,E,0,No Deposit,0,Transient,48,NA,0
id114,No,Resort,9,September,40,28,1,1,1,0,0,BB,Corporate,Corporate,0,1,4,A,A,0,No Deposit,0,Transient,75,NA,0
id115,No,Resort,0,June,27,28,0,1,1,0,0,BB,Corporate,Corporate,0,0,5,A,H,0,No Deposit,0,Transient,79,NA,0
id116,No,Resort,5,June,26,21,0,2,1,0,0,BB,Corporate,Corporate,0,0,6,A,A,1,No Deposit,0,Transient,65,NA,0
id117,No,Resort,166,July,29,12,2,4,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,110.7,NA,1
id118,No,Resort,18,January,5,30,1,1,1,0,0,BB,Online TA,TA/TO,0,2,2,A,D,0,No Deposit,0,Transient-Party,53,NA,1
id119,No,Resort,238,July,29,17,2,5,2,0,0,FB,Offline TA/TO,TA/TO,0,0,1,E,E,0,No Deposit,0,Transient,185.6,NA,2
id120,No,Resort,1,June,23,1,0,1,1,0,0,BB,Direct,Direct,0,0,2,A,A,0,No Deposit,0,Transient,75,0,0
id121,No,Resort,1,February,9,23,0,2,1,NA,0,BB,Corporate,Corporate,0,0,3,A,D,1,No Deposit,0,Transient,30,NA,0
id122,No,Resort,6,January,3,18,0,1,1,0,0,BB,Corporate,Corporate,0,0,8,A,A,0,No Deposit,0,Transient,35,NA,0
id123,No,Resort,3,February,9,25,0,1,1,0,0,BB,Corporate,Corporate,0,0,2,A,I,2,No Deposit,0,Transient,40,NA,1
id124,No,Resort,4,March,10,6,1,1,1,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,55,NA,0
id125,No,Resort,10,February,7,9,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,29,NA,0
id126,No,Resort,19,July,31,28,1,3,2,0,0,Undefined,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,288.1,NA,3
id127,No,Resort,6,January,5,30,1,1,1,0,0,BB,Online TA,TA/TO,0,0,5,A,A,0,No Deposit,0,Group,34.4,NA,0
id128,No,Resort,17,April,15,12,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,100,0,1
id129,No,Resort,41,October,43,16,1,0,1,0,0,BB,Corporate,Corporate,0,0,1,A,A,1,No Deposit,0,Transient,48,NA,0
id130,No,Resort,10,October,44,29,1,1,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,38,0,2
id131,No,Resort,0,May,19,2,1,0,1,0,0,BB,Corporate,Corporate,1,0,7,A,D,1,No Deposit,0,Transient,42,0,0
id132,No,Resort,1,August,33,14,0,1,2,0,0,BB,Direct,Direct,1,0,2,E,E,0,No Deposit,0,Transient,140,NA,2
id133,No,Resort,99,June,23,1,4,10,2,0,0,BB,Direct,Direct,1,0,1,E,E,0,No Deposit,0,Transient,119.76,1,2
id135,No,Resort,134,July,28,7,1,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Contract,71.55,NA,0
id137,No,Resort,6,July,29,12,1,0,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,123,0,2
id139,No,Resort,185,July,28,6,3,8,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,90.95,NA,0
id141,No,Resort,68,July,30,20,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,NA,2
id142,No,Resort,44,July,30,22,0,2,2,NA,0,HB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,187.11,1,0
id143,No,Resort,61,July,30,25,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,135,NA,0
id144,No,Resort,20,July,31,30,0,1,2,NA,0,BB,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,0,Transient,137.7,NA,2
id145,No,Resort,152,July,31,26,2,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,96.3,0,2
id146,No,Resort,23,July,31,26,2,4,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,131.2,NA,1
id147,No,Resort,29,July,30,25,2,5,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,135,NA,0
id148,No,Resort,46,July,31,27,1,5,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133,NA,0
id149,No,Resort,38,July,31,30,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,120.6,NA,0
id151,No,Resort,79,July,31,29,2,5,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,112.36,NA,1
id152,No,Resort,78,August,32,2,2,5,2,0,NA,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.65,NA,0
id154,No,Resort,155,August,31,1,4,6,2,0,0,HB,Online TA,TA/TO,0,0,0,F,G,2,No Deposit,0,Transient,201.8,NA,1
id156,No,Resort,51,August,32,7,2,5,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,166.5,0,1
id157,No,Resort,98,August,32,8,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,123,NA,0
id158,No,Resort,40,August,33,10,1,4,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,192,NA,1
id159,No,Resort,56,August,33,10,1,4,2,1,1,BB,Direct,Direct,0,0,0,H,H,0,No Deposit,0,Transient,175,NA,0
id161,No,Resort,95,August,34,16,2,3,2,0,1,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,166,NA,3
id162,No,Resort,86,August,34,16,2,3,2,NA,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,132,NA,0
id163,No,Resort,117,August,34,20,0,2,2,0,NA,BB,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,120.6,NA,2
id164,No,Resort,61,August,34,19,0,4,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,168.25,NA,0
id165,No,Resort,35,August,34,21,1,2,2,0,0,FB,Direct,Direct,0,0,0,F,F,2,No Deposit,0,Transient,274,NA,0
id166,No,Resort,15,August,35,23,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,192,NA,0
id167,No,Resort,57,August,34,21,2,5,3,0,0,BB,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,187.15,NA,0
id168,No,Resort,8,February,6,3,0,2,1,0,0,BB,Corporate,Corporate,1,0,1,A,D,0,No Deposit,0,Transient,27,NA,0
id169,No,Resort,124,August,34,17,4,10,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,110.7,NA,1
id174,No,Resort,23,August,35,28,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,122.43,NA,1
id175,No,Resort,142,September,36,2,0,3,2,2,0,HB,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,197,NA,2
id176,No,Resort,205,September,36,4,0,2,2,0,0,BB,Direct,Direct,0,0,0,A,C,1,No Deposit,0,Transient-Party,74.5,NA,1
id177,No,Resort,105,September,36,1,0,5,3,0,0,BB,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,137,NA,1
id180,No,Resort,71,September,36,2,2,5,2,2,NA,BB,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,163,1,0
id181,No,Resort,52,April,17,22,2,2,2,0,0,BB,Direct,Direct,1,0,1,G,G,0,No Deposit,0,Transient,124.25,NA,1
id182,No,Resort,206,September,36,5,2,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.95,NA,0
id184,No,Resort,243,September,36,4,2,5,2,1,0,FB,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Contract,132.19,NA,1
id185,No,Resort,167,September,37,7,2,5,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,111.15,NA,0
id186,No,Resort,254,September,37,12,2,2,2,0,NA,BB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,36,NA,0
id188,No,Resort,93,September,38,16,0,3,2,NA,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89,NA,1
id189,No,Resort,206,September,38,13,2,5,2,0,NA,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,72.68,NA,0
id190,No,Resort,239,September,38,19,1,1,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,80,0,0
id193,No,Resort,262,September,39,21,1,3,2,0,0,HB,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,89.2,0,0
id194,No,Resort,207,September,39,26,1,1,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,74,NA,0
id196,No,Resort,10,September,40,28,2,5,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,65.12,NA,0
id197,No,Resort,0,October,41,5,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,F,2,No Deposit,0,Transient,65,NA,1
id198,No,Resort,21,October,41,7,0,2,1,0,0,BB,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,47,NA,1
id199,No,Resort,12,October,40,3,2,5,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,116.71,NA,1
id200,No,Resort,53,October,41,5,1,4,2,0,0,BB,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,59.6,0,2
id201,No,Resort,67,October,42,11,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,61.4,NA,1
id202,No,Resort,287,October,42,15,0,3,2,0,0,BB,Groups,Corporate,0,0,0,A,G,1,No Deposit,0,Transient-Party,44.5,NA,0
id203,No,Resort,286,October,42,14,2,4,2,0,0,BB,Groups,Corporate,0,0,0,A,E,1,No Deposit,0,Transient-Party,44.5,NA,2
id206,No,Resort,7,October,43,24,0,1,2,0,NA,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,67,NA,2
id207,No,Resort,7,March,10,10,0,2,2,0,0,BB,Direct,Direct,1,0,0,D,D,0,No Deposit,0,Transient,77,1,1
id208,No,Resort,146,October,43,19,2,5,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,47,NA,2
id209,No,Resort,0,October,44,26,1,0,1,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,45,NA,0
id210,No,Resort,6,December,50,9,0,2,1,0,0,BB,Corporate,Corporate,1,0,2,A,A,0,No Deposit,0,Transient,35,NA,0
id211,No,Resort,1,April,17,22,0,0,1,0,0,BB,Direct,Corporate,1,1,15,A,A,0,No Deposit,0,Transient,0,NA,0
id212,No,Resort,0,December,53,28,0,1,1,0,0,BB,Corporate,Corporate,1,1,22,A,D,0,No Deposit,0,Transient,30,NA,0
id213,No,Resort,0,October,44,30,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,37.73,0,1
id214,No,Resort,155,October,44,31,0,1,2,0,0,BB,Groups,Direct,0,0,0,A,A,0,No Deposit,0,Transient,36,NA,0
id215,No,Resort,0,November,45,2,1,1,2,0,0,BB,Direct,Direct,0,0,0,A,D,1,No Deposit,0,Transient,51,NA,0
id216,No,Resort,6,November,45,3,0,2,1,0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,35.1,0,1
id217,No,Resort,4,February,7,10,0,1,1,0,0,BB,Offline TA/TO,TA/TO,1,0,2,A,D,0,No Deposit,0,Transient,30,NA,2
id218,No,Resort,65,November,46,8,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,58,NA,1
id219,No,Resort,41,November,46,12,0,3,2,0,0,BB,Corporate,Corporate,0,0,0,A,D,3,No Deposit,0,Transient-Party,49.2,NA,0
id220,No,Resort,163,November,45,7,2,6,2,0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,36,NA,1
id221,No,Resort,24,November,45,3,3,10,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0,Transient-Party,40,NA,0
id222,No,Resort,10,November,47,16,1,0,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,25,0,0
id223,No,Resort,82,February,7,7,2,0,2,1,0,Undefined,Groups,TA/TO,1,0,0,A,C,1,No Deposit,0,Transient-Party,86,NA,0
id224,No,Resort,6,November,47,18,0,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,D,1,No Deposit,0,Transient,38,0,0
id225,No,Resort,0,November,47,17,0,4,1,0,0,HB,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient-Party,42,0,0
id226,No,Resort,1,November,47,21,0,1,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,55,0,0
id228,No,Resort,13,November,47,15,0,2,1,0,0,BB,Corporate,Corporate,1,1,2,A,A,0,No Deposit,0,Transient,35,NA,0
id230,No,Resort,0,February,9,25,0,3,2,0,0,HB,Direct,Direct,1,0,2,A,A,1,No Deposit,0,Transient,32,NA,1
